"","DateTime","count","DepDelay"
"6224","2006-5-8-NA",171,NA
"6225","2006-5-9-",30,29.4666666666667
"6226","2006-5-9-1",16,43.3125
"6227","2006-5-9-10",1217,2.2037797863599
"6228","2006-5-9-11",1165,1.9656652360515
"6229","2006-5-9-12",1200,2.2725
"6230","2006-5-9-13",1191,2.50965575146935
"6231","2006-5-9-14",1228,2.8900651465798
"6232","2006-5-9-15",1172,5.08703071672355
"6233","2006-5-9-16",1201,4.9458784346378
"6234","2006-5-9-17",1277,6.78073610023493
"6235","2006-5-9-18",1224,9.29411764705882
"6236","2006-5-9-19",1088,10.4715073529412
"6237","2006-5-9-2",4,90
"6238","2006-5-9-20",838,14.2422434367542
"6239","2006-5-9-21",615,17.5349593495935
"6240","2006-5-9-22",314,25.6687898089172
"6241","2006-5-9-23",121,19.7520661157025
"6242","2006-5-9-3",1,-10
"6243","2006-5-9-4",8,0.75
"6244","2006-5-9-5",342,-5.08479532163743
"6245","2006-5-9-6",1339,-2.61389096340553
"6246","2006-5-9-7",1278,-1.17214397496088
"6247","2006-5-9-8",1321,0.535957607872824
"6248","2006-5-9-9",1152,0.782986111111111
"6249","2006-5-9-NA",178,NA
"6250","2006-6-1-",106,114.537735849057
"6251","2006-6-1-1",52,143
"6252","2006-6-1-10",1302,3.40706605222734
"6253","2006-6-1-11",1218,4.29967159277504
"6254","2006-6-1-12",1280,5.32578125
"6255","2006-6-1-13",1163,5.06620808254514
"6256","2006-6-1-14",1200,8.97833333333333
"6257","2006-6-1-15",1146,11.1160558464223
"6258","2006-6-1-16",1141,14.2191060473269
"6259","2006-6-1-17",1269,16.4137115839243
"6260","2006-6-1-18",1118,18.3264758497317
"6261","2006-6-1-19",1050,21.0495238095238
"6262","2006-6-1-2",17,269.705882352941
"6263","2006-6-1-20",796,32.6871859296482
"6264","2006-6-1-21",700,41.2914285714286
"6265","2006-6-1-22",391,66.4015345268542
"6266","2006-6-1-23",208,95.6586538461538
"6267","2006-6-1-24",6,92.1666666666667
"6268","2006-6-1-3",11,-58.8181818181818
"6269","2006-6-1-4",9,51
"6270","2006-6-1-5",340,-4.40588235294118
"6271","2006-6-1-6",1324,-0.804380664652568
"6272","2006-6-1-7",1309,-0.462948815889992
"6273","2006-6-1-8",1352,1.07026627218935
"6274","2006-6-1-9",1254,2.77432216905901
"6275","2006-6-1-NA",465,NA
"6276","2006-6-10-",48,3.47916666666667
"6277","2006-6-10-1",14,36.6428571428571
"6278","2006-6-10-10",1235,6.32712550607287
"6279","2006-6-10-11",1177,6.43075615972812
"6280","2006-6-10-12",1171,5.96413321947054
"6281","2006-6-10-13",1155,7.65714285714286
"6282","2006-6-10-14",1140,8.10350877192982
"6283","2006-6-10-15",1116,10.1478494623656
"6284","2006-6-10-16",1095,8.48127853881279
"6285","2006-6-10-17",1166,10.2161234991424
"6286","2006-6-10-18",1056,10.000946969697
"6287","2006-6-10-19",892,9.63452914798206
"6288","2006-6-10-2",6,-0.5
"6289","2006-6-10-20",631,14.1188589540412
"6290","2006-6-10-21",507,12.0157790927022
"6291","2006-6-10-22",253,13.403162055336
"6292","2006-6-10-23",129,19.7209302325581
"6293","2006-6-10-24",1,5
"6294","2006-6-10-3",2,-6
"6295","2006-6-10-4",5,-3.6
"6296","2006-6-10-5",281,-3.90747330960854
"6297","2006-6-10-6",1130,-1.87345132743363
"6298","2006-6-10-7",1166,-0.0154373927958834
"6299","2006-6-10-8",1276,1.56739811912226
"6300","2006-6-10-9",1119,4.80607685433423
"6301","2006-6-10-NA",179,NA
"6302","2006-6-11-",80,49.925
"6303","2006-6-11-1",20,80.6
"6304","2006-6-11-10",1253,3.08858739026337
"6305","2006-6-11-11",1216,4.21628289473684
"6306","2006-6-11-12",1244,6.66720257234727
"6307","2006-6-11-13",1249,6.47477982385909
"6308","2006-6-11-14",1214,6.33772652388797
"6309","2006-6-11-15",1196,7.92307692307692
"6310","2006-6-11-16",1194,7.94891122278057
"6311","2006-6-11-17",1335,9.24119850187266
"6312","2006-6-11-18",1221,11.5569205569206
"6313","2006-6-11-19",1098,14.1693989071038
"6314","2006-6-11-2",7,113
"6315","2006-6-11-20",905,19.1447513812155
"6316","2006-6-11-21",720,23.75
"6317","2006-6-11-22",387,32.9509043927649
"6318","2006-6-11-23",155,56.1806451612903
"6319","2006-6-11-24",5,44.2
"6320","2006-6-11-25",1,222
"6321","2006-6-11-3",2,-3.5
"6322","2006-6-11-4",5,56.6
"6323","2006-6-11-5",240,-3.70833333333333
"6324","2006-6-11-6",1024,-2.0693359375
"6325","2006-6-11-7",1196,-0.377926421404682
"6326","2006-6-11-8",1266,1.29778830963665
"6327","2006-6-11-9",1185,1.91308016877637
"6328","2006-6-11-NA",165,NA
"6329","2006-6-12-",69,30.4202898550725
"6330","2006-6-12-1",24,43.375
"6331","2006-6-12-10",1299,5.01847575057737
"6332","2006-6-12-11",1242,6.42028985507246
"6333","2006-6-12-12",1284,7.49454828660436
"6334","2006-6-12-13",1195,6.49539748953975
"6335","2006-6-12-14",1228,9.13355048859935
"6336","2006-6-12-15",1170,13.2880341880342
"6337","2006-6-12-16",1173,14.0502983802217
"6338","2006-6-12-17",1331,13.9661908339594
"6339","2006-6-12-18",1246,17.9735152487961
"6340","2006-6-12-19",1174,19.736797274276
"6341","2006-6-12-2",6,29.5
"6342","2006-6-12-20",903,20.8947951273533
"6343","2006-6-12-21",735,28.4013605442177
"6344","2006-6-12-22",353,44.4107648725212
"6345","2006-6-12-23",178,49.685393258427
"6346","2006-6-12-24",19,114.421052631579
"6347","2006-6-12-25",2,180
"6348","2006-6-12-4",9,-4.33333333333333
"6349","2006-6-12-5",313,-4.01277955271565
"6350","2006-6-12-6",1381,-1.84359160028965
"6351","2006-6-12-7",1350,-0.247407407407407
"6352","2006-6-12-8",1378,1.63860667634253
"6353","2006-6-12-9",1209,4.19933829611249
"6354","2006-6-12-NA",253,NA
"6355","2006-6-13-",47,10.1276595744681
"6356","2006-6-13-1",14,3.07142857142857
"6357","2006-6-13-10",1274,2.63108320251177
"6358","2006-6-13-11",1219,3.50943396226415
"6359","2006-6-13-12",1235,3.58137651821862
"6360","2006-6-13-13",1216,5.44078947368421
"6361","2006-6-13-14",1243,5.2864038616251
"6362","2006-6-13-15",1198,7.05175292153589
"6363","2006-6-13-16",1244,6.7604501607717
"6364","2006-6-13-17",1330,6.01203007518797
"6365","2006-6-13-18",1234,7.28606158833063
"6366","2006-6-13-19",1176,8.59268707482993
"6367","2006-6-13-2",5,51
"6368","2006-6-13-20",913,11.1642935377875
"6369","2006-6-13-21",666,13.6861861861862
"6370","2006-6-13-22",297,19.1582491582492
"6371","2006-6-13-23",129,9.16279069767442
"6372","2006-6-13-24",1,2
"6373","2006-6-13-3",2,12
"6374","2006-6-13-4",7,-4.71428571428571
"6375","2006-6-13-5",342,-4.45029239766082
"6376","2006-6-13-6",1379,-2.72516316171138
"6377","2006-6-13-7",1293,-0.528228924980665
"6378","2006-6-13-8",1381,0.488052136133237
"6379","2006-6-13-9",1228,3.08061889250814
"6380","2006-6-13-NA",275,NA
"6381","2006-6-14-",54,20.9814814814815
"6382","2006-6-14-1",16,19.9375
"6383","2006-6-14-10",1259,2.05877680698967
"6384","2006-6-14-11",1252,4.3370607028754
"6385","2006-6-14-12",1245,5.29879518072289
"6386","2006-6-14-13",1211,4.91659785301404
"6387","2006-6-14-14",1275,6.97725490196078
"6388","2006-6-14-15",1171,8.0930828351836
"6389","2006-6-14-16",1238,7.46768982229402
"6390","2006-6-14-17",1293,8.7153905645785
"6391","2006-6-14-18",1271,11.7309205350118
"6392","2006-6-14-19",1155,12.1359307359307
"6393","2006-6-14-2",2,-12.5
"6394","2006-6-14-20",892,15.6154708520179
"6395","2006-6-14-21",724,16.7845303867403
"6396","2006-6-14-22",317,24.7634069400631
"6397","2006-6-14-23",154,31.012987012987
"6398","2006-6-14-24",3,11.3333333333333
"6399","2006-6-14-4",9,-4.22222222222222
"6400","2006-6-14-5",326,-4.45705521472393
"6401","2006-6-14-6",1398,-2.34763948497854
"6402","2006-6-14-7",1338,-0.670403587443946
"6403","2006-6-14-8",1395,0.188530465949821
"6404","2006-6-14-9",1230,2.55528455284553
"6405","2006-6-14-NA",242,NA
"6406","2006-6-15-",76,29.7368421052632
"6407","2006-6-15-1",21,49.1428571428571
"6408","2006-6-15-10",1301,3.25672559569562
"6409","2006-6-15-11",1241,3.60032232070911
"6410","2006-6-15-12",1278,5.56103286384977
"6411","2006-6-15-13",1210,5.69586776859504
"6412","2006-6-15-14",1250,6.936
"6413","2006-6-15-15",1225,7.8865306122449
"6414","2006-6-15-16",1206,7.86152570480929
"6415","2006-6-15-17",1334,10.0337331334333
"6416","2006-6-15-18",1268,10.641167192429
"6417","2006-6-15-19",1192,13.4991610738255
"6418","2006-6-15-2",7,30
"6419","2006-6-15-20",905,15.1060773480663
"6420","2006-6-15-21",719,15.586926286509
"6421","2006-6-15-22",323,23.2445820433437
"6422","2006-6-15-23",141,31.4822695035461
"6423","2006-6-15-24",1,1
"6424","2006-6-15-3",1,-2
"6425","2006-6-15-4",11,-5.63636363636364
"6426","2006-6-15-5",337,-4.34124629080119
"6427","2006-6-15-6",1393,-2.26633165829146
"6428","2006-6-15-7",1352,-0.737426035502959
"6429","2006-6-15-8",1361,0.236590742101396
"6430","2006-6-15-9",1232,2.5762987012987
"6431","2006-6-15-NA",151,NA
"6432","2006-6-16-",82,40.3780487804878
"6433","2006-6-16-1",19,31.1052631578947
"6434","2006-6-16-10",1289,3.6477889837083
"6435","2006-6-16-11",1244,5.07556270096463
"6436","2006-6-16-12",1278,6.4866979655712
"6437","2006-6-16-13",1196,6.52675585284281
"6438","2006-6-16-14",1222,8.310147299509
"6439","2006-6-16-15",1171,11.66438941076
"6440","2006-6-16-16",1225,12.7420408163265
"6441","2006-6-16-17",1333,12.7524381095274
"6442","2006-6-16-18",1218,15.7241379310345
"6443","2006-6-16-19",1171,17.8719043552519
"6444","2006-6-16-2",7,102.714285714286
"6445","2006-6-16-20",945,25.1248677248677
"6446","2006-6-16-21",786,26.0152671755725
"6447","2006-6-16-22",359,32.3537604456825
"6448","2006-6-16-23",162,39.4382716049383
"6449","2006-6-16-3",4,52.75
"6450","2006-6-16-4",9,-6.11111111111111
"6451","2006-6-16-5",303,-4.1023102310231
"6452","2006-6-16-6",1396,-1.47063037249284
"6453","2006-6-16-7",1360,-0.398529411764706
"6454","2006-6-16-8",1420,1.22816901408451
"6455","2006-6-16-9",1208,2.75827814569536
"6456","2006-6-16-NA",186,NA
"6457","2006-6-17-",76,87.3815789473684
"6458","2006-6-17-1",34,62.8235294117647
"6459","2006-6-17-10",1184,3.875
"6460","2006-6-17-11",1151,6.40312771503041
"6461","2006-6-17-12",1138,6.63620386643234
"6462","2006-6-17-13",1055,9.96113744075829
"6463","2006-6-17-14",1108,15.7608303249097
"6464","2006-6-17-15",1075,17.8176744186046
"6465","2006-6-17-16",1079,19.4439295644115
"6466","2006-6-17-17",1207,22.2145816072908
"6467","2006-6-17-18",1018,21.1159135559921
"6468","2006-6-17-19",962,26.2370062370062
"6469","2006-6-17-2",9,140.111111111111
"6470","2006-6-17-20",691,29.4674384949349
"6471","2006-6-17-21",544,28.9485294117647
"6472","2006-6-17-22",279,35.752688172043
"6473","2006-6-17-23",142,42.5915492957746
"6474","2006-6-17-24",3,4.66666666666667
"6475","2006-6-17-3",1,-10
"6476","2006-6-17-4",6,-3.33333333333333
"6477","2006-6-17-5",270,-3.51111111111111
"6478","2006-6-17-6",1186,0.0404721753794266
"6479","2006-6-17-7",1201,3.04579517069109
"6480","2006-6-17-8",1305,1.26283524904215
"6481","2006-6-17-9",1158,3.73056994818653
"6482","2006-6-17-NA",259,NA
"6483","2006-6-18-",86,85.1046511627907
"6484","2006-6-18-1",23,101.652173913043
"6485","2006-6-18-10",1238,5.63974151857835
"6486","2006-6-18-11",1180,5.73220338983051
"6487","2006-6-18-12",1254,7.83732057416268
"6488","2006-6-18-13",1200,9.33916666666667
"6489","2006-6-18-14",1247,10.6784282277466
"6490","2006-6-18-15",1141,11.6108676599474
"6491","2006-6-18-16",1202,12.6256239600666
"6492","2006-6-18-17",1295,12.380694980695
"6493","2006-6-18-18",1277,15.0759592795615
"6494","2006-6-18-19",1091,18.5930339138405
"6495","2006-6-18-2",10,127.7
"6496","2006-6-18-20",928,22.1971982758621
"6497","2006-6-18-21",742,29.3867924528302
"6498","2006-6-18-22",368,41.8586956521739
"6499","2006-6-18-23",185,47.5837837837838
"6500","2006-6-18-24",4,35.75
"6501","2006-6-18-3",4,85
"6502","2006-6-18-4",7,9.42857142857143
"6503","2006-6-18-5",228,1.3859649122807
"6504","2006-6-18-6",1003,-0.554336989032901
"6505","2006-6-18-7",1137,1.34212840809147
"6506","2006-6-18-8",1281,3.01014832162373
"6507","2006-6-18-9",1202,4.23294509151414
"6508","2006-6-18-NA",292,NA
"6509","2006-6-19-",108,99.0925925925926
"6510","2006-6-19-1",39,111.435897435897
"6511","2006-6-19-10",1289,8.66563227307991
"6512","2006-6-19-11",1206,10.6119402985075
"6513","2006-6-19-12",1222,9.99345335515548
"6514","2006-6-19-13",1197,11.9674185463659
"6515","2006-6-19-14",1207,16.6429163214582
"6516","2006-6-19-15",1136,17.0334507042254
"6517","2006-6-19-16",1091,18.961503208066
"6518","2006-6-19-17",1215,22.8345679012346
"6519","2006-6-19-18",1112,26.2877697841727
"6520","2006-6-19-19",1090,36.3018348623853
"6521","2006-6-19-2",18,107.166666666667
"6522","2006-6-19-20",939,42.9680511182109
"6523","2006-6-19-21",814,49.531941031941
"6524","2006-6-19-22",476,70.813025210084
"6525","2006-6-19-23",240,87.3541666666667
"6526","2006-6-19-24",8,93
"6527","2006-6-19-3",4,3.25
"6528","2006-6-19-4",10,-4.4
"6529","2006-6-19-5",305,-1.94426229508197
"6530","2006-6-19-6",1323,-0.655328798185941
"6531","2006-6-19-7",1282,1.6380655226209
"6532","2006-6-19-8",1375,5.31272727272727
"6533","2006-6-19-9",1166,6.88421955403087
"6534","2006-6-19-NA",668,NA
"6535","2006-6-2-",106,121.924528301887
"6536","2006-6-2-1",67,152.014925373134
"6537","2006-6-2-10",1307,5.38867635807192
"6538","2006-6-2-11",1195,7.76987447698745
"6539","2006-6-2-12",1234,7.50486223662885
"6540","2006-6-2-13",1201,9.20732722731058
"6541","2006-6-2-14",1129,10.0611160318866
"6542","2006-6-2-15",1094,13.2495429616088
"6543","2006-6-2-16",1087,16.033118675253
"6544","2006-6-2-17",1220,21.955737704918
"6545","2006-6-2-18",1107,26.1842818428184
"6546","2006-6-2-19",994,28.7102615694165
"6547","2006-6-2-2",15,199.6
"6548","2006-6-2-20",906,49.3355408388521
"6549","2006-6-2-21",758,51.9445910290237
"6550","2006-6-2-22",382,69.3272251308901
"6551","2006-6-2-23",232,104.737068965517
"6552","2006-6-2-24",17,150.235294117647
"6553","2006-6-2-25",8,199.625
"6554","2006-6-2-3",1,87
"6555","2006-6-2-4",11,15.5454545454545
"6556","2006-6-2-5",315,-3.93333333333333
"6557","2006-6-2-6",1286,-2.00155520995334
"6558","2006-6-2-7",1272,1.76493710691824
"6559","2006-6-2-8",1328,1.9058734939759
"6560","2006-6-2-9",1238,4.44103392568659
"6561","2006-6-2-NA",708,NA
"6562","2006-6-20-",58,28.8965517241379
"6563","2006-6-20-1",23,58
"6564","2006-6-20-10",1295,8.82393822393822
"6565","2006-6-20-11",1246,8.54494382022472
"6566","2006-6-20-12",1267,9.52565114443567
"6567","2006-6-20-13",1219,8.72518457752256
"6568","2006-6-20-14",1235,10.7441295546559
"6569","2006-6-20-15",1175,10.5514893617021
"6570","2006-6-20-16",1210,12.9793388429752
"6571","2006-6-20-17",1334,11.5659670164918
"6572","2006-6-20-18",1275,14.0870588235294
"6573","2006-6-20-19",1173,14.8618925831202
"6574","2006-6-20-2",3,-1
"6575","2006-6-20-20",913,16.7130339539978
"6576","2006-6-20-21",727,18.3039889958735
"6577","2006-6-20-22",307,26.5602605863192
"6578","2006-6-20-23",139,21.0575539568345
"6579","2006-6-20-24",3,41.6666666666667
"6580","2006-6-20-3",2,71
"6581","2006-6-20-4",8,-1.625
"6582","2006-6-20-5",306,-2.88235294117647
"6583","2006-6-20-6",1307,-0.846212700841622
"6584","2006-6-20-7",1291,2.88923315259489
"6585","2006-6-20-8",1362,5.02496328928047
"6586","2006-6-20-9",1222,8.04582651391162
"6587","2006-6-20-NA",275,NA
"6588","2006-6-21-",98,86.0408163265306
"6589","2006-6-21-1",28,94.0357142857143
"6590","2006-6-21-10",1251,13.9992006394884
"6591","2006-6-21-11",1186,13.5075885328836
"6592","2006-6-21-12",1238,17.9329563812601
"6593","2006-6-21-13",1178,16.5602716468591
"6594","2006-6-21-14",1250,18.3696
"6595","2006-6-21-15",1173,20.3188405797101
"6596","2006-6-21-16",1239,20.1081517352704
"6597","2006-6-21-17",1246,19.3402889245586
"6598","2006-6-21-18",1216,21.6324013157895
"6599","2006-6-21-19",1120,28.7348214285714
"6600","2006-6-21-2",9,199.888888888889
"6601","2006-6-21-20",874,32.6796338672769
"6602","2006-6-21-21",785,40.796178343949
"6603","2006-6-21-22",442,59.3823529411765
"6604","2006-6-21-23",213,73.6009389671361
"6605","2006-6-21-24",6,56.8333333333333
"6606","2006-6-21-3",3,283
"6607","2006-6-21-4",9,-1.66666666666667
"6608","2006-6-21-5",316,-3.69620253164557
"6609","2006-6-21-6",1342,-0.244411326378539
"6610","2006-6-21-7",1277,0.12451057165231
"6611","2006-6-21-8",1346,5.89153046062407
"6612","2006-6-21-9",1156,7.93598615916955
"6613","2006-6-21-NA",504,NA
"6614","2006-6-22-",126,92.0476190476191
"6615","2006-6-22-1",44,124.340909090909
"6616","2006-6-22-10",1268,9.13722397476341
"6617","2006-6-22-11",1237,12.2659660468876
"6618","2006-6-22-12",1185,12.8767932489451
"6619","2006-6-22-13",1189,18.4373423044575
"6620","2006-6-22-14",1177,17.6932880203908
"6621","2006-6-22-15",1137,23.9428320140721
"6622","2006-6-22-16",1085,26.0774193548387
"6623","2006-6-22-17",1205,28.0705394190871
"6624","2006-6-22-18",1116,34.3405017921147
"6625","2006-6-22-19",1160,40.4129310344828
"6626","2006-6-22-2",15,166.933333333333
"6627","2006-6-22-20",968,50.5082644628099
"6628","2006-6-22-21",811,55.3859432799014
"6629","2006-6-22-22",529,79.6030245746692
"6630","2006-6-22-23",234,94.5470085470085
"6631","2006-6-22-24",9,153.111111111111
"6632","2006-6-22-3",9,250.888888888889
"6633","2006-6-22-4",8,-4.5
"6634","2006-6-22-5",313,-3.68051118210863
"6635","2006-6-22-6",1336,-0.827095808383233
"6636","2006-6-22-7",1304,1.22622699386503
"6637","2006-6-22-8",1367,3.66349670811997
"6638","2006-6-22-9",1168,6.53424657534247
"6639","2006-6-22-NA",543,NA
"6640","2006-6-23-",132,99.3409090909091
"6641","2006-6-23-1",47,121.212765957447
"6642","2006-6-23-10",1273,10.7808326787117
"6643","2006-6-23-11",1260,11.6174603174603
"6644","2006-6-23-12",1240,11.6895161290323
"6645","2006-6-23-13",1211,13.4649050371594
"6646","2006-6-23-14",1161,14.8975021533161
"6647","2006-6-23-15",1109,17.9386834986474
"6648","2006-6-23-16",1160,21.5422413793103
"6649","2006-6-23-17",1207,22.6636288318144
"6650","2006-6-23-18",1173,27.1483375959079
"6651","2006-6-23-19",1129,36.6430469441984
"6652","2006-6-23-2",9,63.2222222222222
"6653","2006-6-23-20",959,40.5839416058394
"6654","2006-6-23-21",767,47.9374185136897
"6655","2006-6-23-22",443,69.4717832957111
"6656","2006-6-23-23",239,85.9790794979079
"6657","2006-6-23-24",10,132.5
"6658","2006-6-23-25",1,368
"6659","2006-6-23-3",6,91
"6660","2006-6-23-4",7,34.4285714285714
"6661","2006-6-23-5",273,-0.0842490842490842
"6662","2006-6-23-6",1312,-0.00533536585365854
"6663","2006-6-23-7",1297,2.22436391673092
"6664","2006-6-23-8",1374,5.90975254730713
"6665","2006-6-23-9",1214,9.68698517298188
"6666","2006-6-23-NA",573,NA
"6667","2006-6-24-",107,79.3084112149533
"6668","2006-6-24-1",31,82.741935483871
"6669","2006-6-24-10",1236,8.74676375404531
"6670","2006-6-24-11",1136,9.20510563380282
"6671","2006-6-24-12",1192,9.33808724832215
"6672","2006-6-24-13",1130,10.3513274336283
"6673","2006-6-24-14",1115,13.5497757847534
"6674","2006-6-24-15",1034,14.0705996131528
"6675","2006-6-24-16",1048,18.1736641221374
"6676","2006-6-24-17",1081,20.4532839962997
"6677","2006-6-24-18",988,22.7378542510121
"6678","2006-6-24-19",995,31.0331658291457
"6679","2006-6-24-2",13,122.692307692308
"6680","2006-6-24-20",629,39.5786963434022
"6681","2006-6-24-21",618,39.5970873786408
"6682","2006-6-24-22",281,52.9964412811388
"6683","2006-6-24-23",144,51.6041666666667
"6684","2006-6-24-24",13,145.538461538462
"6685","2006-6-24-25",3,218.333333333333
"6686","2006-6-24-3",4,46.25
"6687","2006-6-24-4",8,39.75
"6688","2006-6-24-5",240,-3.33333333333333
"6689","2006-6-24-6",1118,-0.294275491949911
"6690","2006-6-24-7",1154,2.49826689774697
"6691","2006-6-24-8",1324,4.36404833836858
"6692","2006-6-24-9",1131,7.15915119363395
"6693","2006-6-24-NA",353,NA
"6694","2006-6-25-",158,120.955696202532
"6695","2006-6-25-1",73,181.835616438356
"6696","2006-6-25-10",1241,9.53585817888799
"6697","2006-6-25-11",1216,10.9251644736842
"6698","2006-6-25-12",1120,12.1803571428571
"6699","2006-6-25-13",1120,18.8973214285714
"6700","2006-6-25-14",1078,20.8599257884972
"6701","2006-6-25-15",1077,28.6833797585887
"6702","2006-6-25-16",1125,33.9644444444444
"6703","2006-6-25-17",1154,35.1048526863085
"6704","2006-6-25-18",1150,39.2739130434783
"6705","2006-6-25-19",1116,47.3808243727599
"6706","2006-6-25-2",35,209.742857142857
"6707","2006-6-25-20",902,52.8381374722838
"6708","2006-6-25-21",800,63.46125
"6709","2006-6-25-22",531,87.4802259887006
"6710","2006-6-25-23",302,124.748344370861
"6711","2006-6-25-24",18,158.833333333333
"6712","2006-6-25-25",5,196
"6713","2006-6-25-3",7,315.571428571429
"6714","2006-6-25-4",4,1
"6715","2006-6-25-5",204,-3.19607843137255
"6716","2006-6-25-6",1012,-0.489130434782609
"6717","2006-6-25-7",1148,3.02700348432056
"6718","2006-6-25-8",1228,4.56514657980456
"6719","2006-6-25-9",1158,5.50172711571675
"6720","2006-6-25-NA",623,NA
"6721","2006-6-26-",141,94.4397163120567
"6722","2006-6-26-1",53,113.849056603774
"6723","2006-6-26-10",1232,14.0032467532468
"6724","2006-6-26-11",1254,15.3971291866029
"6725","2006-6-26-12",1174,16.5034071550256
"6726","2006-6-26-13",1202,18.2054908485857
"6727","2006-6-26-14",1159,22.0819672131148
"6728","2006-6-26-15",1096,28.617700729927
"6729","2006-6-26-16",1154,29.7287694974003
"6730","2006-6-26-17",1200,34.7383333333333
"6731","2006-6-26-18",1140,34.7701754385965
"6732","2006-6-26-19",1126,45.7238010657194
"6733","2006-6-26-2",13,137.230769230769
"6734","2006-6-26-20",923,52.1419284940412
"6735","2006-6-26-21",847,57.5914994096812
"6736","2006-6-26-22",470,80.831914893617
"6737","2006-6-26-23",286,103
"6738","2006-6-26-24",15,128.8
"6739","2006-6-26-25",1,201
"6740","2006-6-26-3",4,129
"6741","2006-6-26-4",8,30.375
"6742","2006-6-26-5",242,-1.8801652892562
"6743","2006-6-26-6",1312,-0.0251524390243902
"6744","2006-6-26-7",1295,4.46409266409266
"6745","2006-6-26-8",1360,6.30147058823529
"6746","2006-6-26-9",1202,11.5274542429285
"6747","2006-6-26-NA",622,NA
"6748","2006-6-27-",127,91.1968503937008
"6749","2006-6-27-1",49,158.755102040816
"6750","2006-6-27-10",1287,14.1243201243201
"6751","2006-6-27-11",1184,14.7128378378378
"6752","2006-6-27-12",1193,16.4911986588433
"6753","2006-6-27-13",1152,15.9140625
"6754","2006-6-27-14",1158,19.660621761658
"6755","2006-6-27-15",1089,25.267217630854
"6756","2006-6-27-16",1137,27.9138082673703
"6757","2006-6-27-17",1168,34.3715753424658
"6758","2006-6-27-18",1226,41.5163132137031
"6759","2006-6-27-19",1129,42.8485385296723
"6760","2006-6-27-2",17,44.9411764705882
"6761","2006-6-27-20",897,47.9888517279822
"6762","2006-6-27-21",843,55.7402135231317
"6763","2006-6-27-22",488,81.5799180327869
"6764","2006-6-27-23",239,100.539748953975
"6765","2006-6-27-24",5,107
"6766","2006-6-27-25",2,172.5
"6767","2006-6-27-3",2,147
"6768","2006-6-27-4",7,8.71428571428571
"6769","2006-6-27-5",288,-2.92013888888889
"6770","2006-6-27-6",1321,-0.459500378501136
"6771","2006-6-27-7",1264,4.0625
"6772","2006-6-27-8",1342,6.69970193740686
"6773","2006-6-27-9",1152,10.2144097222222
"6774","2006-6-27-NA",594,NA
"6775","2006-6-28-",105,74.9047619047619
"6776","2006-6-28-1",31,75.1290322580645
"6777","2006-6-28-10",1271,11.9520062942565
"6778","2006-6-28-11",1230,14.1089430894309
"6779","2006-6-28-12",1244,15.4863344051447
"6780","2006-6-28-13",1165,14.2377682403433
"6781","2006-6-28-14",1227,19.480847595762
"6782","2006-6-28-15",1166,20.0454545454545
"6783","2006-6-28-16",1163,22.6629406706793
"6784","2006-6-28-17",1301,23.4857801691007
"6785","2006-6-28-18",1275,28.7192156862745
"6786","2006-6-28-19",1133,27.8817299205649
"6787","2006-6-28-2",7,111.285714285714
"6788","2006-6-28-20",940,38.0829787234043
"6789","2006-6-28-21",799,37.5256570713392
"6790","2006-6-28-22",405,57.6666666666667
"6791","2006-6-28-23",218,74.1605504587156
"6792","2006-6-28-24",3,96.6666666666667
"6793","2006-6-28-4",7,-5.57142857142857
"6794","2006-6-28-5",287,-3.53658536585366
"6795","2006-6-28-6",1337,0.0964846671652954
"6796","2006-6-28-7",1287,2.68609168609169
"6797","2006-6-28-8",1334,6.43403298350825
"6798","2006-6-28-9",1173,9.31202046035806
"6799","2006-6-28-NA",381,NA
"6800","2006-6-29-",93,61.3655913978495
"6801","2006-6-29-1",30,117.033333333333
"6802","2006-6-29-10",1272,6.81210691823899
"6803","2006-6-29-11",1292,7.98374613003096
"6804","2006-6-29-12",1226,8.46982055464927
"6805","2006-6-29-13",1233,10.1111111111111
"6806","2006-6-29-14",1265,11.3731225296443
"6807","2006-6-29-15",1193,12.0804694048617
"6808","2006-6-29-16",1187,12.4203875315922
"6809","2006-6-29-17",1359,13.0831493745401
"6810","2006-6-29-18",1234,14.4602917341977
"6811","2006-6-29-19",1121,18.3684210526316
"6812","2006-6-29-2",11,83.9090909090909
"6813","2006-6-29-20",906,23.9448123620309
"6814","2006-6-29-21",769,29.6410923276983
"6815","2006-6-29-22",355,48.4760563380282
"6816","2006-6-29-23",198,56.6010101010101
"6817","2006-6-29-24",1,135
"6818","2006-6-29-3",3,-1
"6819","2006-6-29-4",7,-4.71428571428571
"6820","2006-6-29-5",288,-3.45833333333333
"6821","2006-6-29-6",1369,-0.695398100803506
"6822","2006-6-29-7",1330,2.19323308270677
"6823","2006-6-29-8",1375,4.22109090909091
"6824","2006-6-29-9",1236,6.09870550161812
"6825","2006-6-29-NA",203,NA
"6826","2006-6-3-",42,20.5714285714286
"6827","2006-6-3-1",18,26.5555555555556
"6828","2006-6-3-10",1179,7.91772688719254
"6829","2006-6-3-11",1109,8.09648331830478
"6830","2006-6-3-12",1166,8.14665523156089
"6831","2006-6-3-13",1124,11.2366548042705
"6832","2006-6-3-14",1119,11.4137622877569
"6833","2006-6-3-15",1049,13.1248808388942
"6834","2006-6-3-16",1118,13.701252236136
"6835","2006-6-3-17",1084,10.9252767527675
